1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.000000
50,99.500000
51,99.500000
52,99.500000
53,99.500000
54,99.500000
55,99.500000
56,99.500000
57,99.500000
58,99.500000
59,99.500000
60,99.500000
61,99.500000
62,99.500000
63,99.500000
64,99.500000
65,99.500000
66,99.500000
67,99.500000
68,99.500000
69,99.500000
70,99.500000
71,99.500000
72,99.500000
73,99.500000
74,99.500000
75,99.500000
76,99.500000
77,99.500000
78,99.500000
79,99.500000
80,99.500000
81,99.500000
82,99.500000
83,99.500000
84,99.500000
85,99.500000
86,99.500000
87,99.500000
88,99.500000
89,99.500000
90,99.500000
91,99.500000
92,99.500000
93,99.500000
94,99.500000
95,99.500000
96,99.500000
97,99.500000
98,99.500000
99,99.500000
100,99.500000
